BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
X,X004,P.S./M.S. 004 Crotona Park West,1,GEN ED,37,2,18.5,18,19
X,X004,P.S./M.S. 004 Crotona Park West,1,CTT,23,1,23,23,23
X,X004,P.S./M.S. 004 Crotona Park West,2,GEN ED,23,1,23,23,23
X,X004,P.S./M.S. 004 Crotona Park West,2,CTT,22,1,22,22,22
X,X004,P.S./M.S. 004 Crotona Park West,3,GEN ED,42,2,21,20,22
X,X004,P.S./M.S. 004 Crotona Park West,4,GEN ED,38,2,19,18,20
X,X004,P.S./M.S. 004 Crotona Park West,5,GEN ED,40,2,20,19,21
X,X004,P.S./M.S. 004 Crotona Park West,6,GEN ED,28,2,14,14,14
X,X004,P.S./M.S. 004 Crotona Park West,7,GEN ED,19,1,19,19,19
X,X004,P.S./M.S. 004 Crotona Park West,7,CTT,21,1,21,21,21
X,X004,P.S./M.S. 004 Crotona Park West,8,GEN ED,24,1,24,24,24
X,X004,P.S./M.S. 004 Crotona Park West,8,CTT,21,1,21,21,21
X,X004,P.S./M.S. 004 Crotona Park West,0K-09,SPEC ED,33,3,11,10,12
X,X004,P.S./M.S. 004 Crotona Park West,0K-09,SPEC ED,20,2,10,9,11
X,X004,P.S./M.S. 004 Crotona Park West,,,,,,,
X,X011,P.S. 011 Highbridge,0K,GEN ED,77,4,19.3,15,22
X,X011,P.S. 011 Highbridge,0K,CTT,22,1,22,22,22
X,X011,P.S. 011 Highbridge,1,GEN ED,117,5,23.4,23,25
X,X011,P.S. 011 Highbridge,1,CTT,20,1,20,20,20
X,X011,P.S. 011 Highbridge,2,GEN ED,108,5,21.6,20,24
X,X011,P.S. 011 Highbridge,2,CTT,21,1,21,21,21
X,X011,P.S. 011 Highbridge,3,GEN ED,115,6,19.2,14,24
X,X011,P.S. 011 Highbridge,3,CTT,23,1,23,23,23
X,X011,P.S. 011 Highbridge,4,GEN ED,85,4,21.3,20,23
X,X011,P.S. 011 Highbridge,4,CTT,20,1,20,20,20
X,X011,P.S. 011 Highbridge,5,GEN ED,93,4,23.3,20,27
X,X011,P.S. 011 Highbridge,0K-09,SPEC ED,9,1,9,9,9
X,X011,P.S. 011 Highbridge,0K-09,SPEC ED,25,2,12.5,12,13
X,X011,P.S. 011 Highbridge,,,,,,,
X,X022,J.H.S. 022 Jordan L. Mott,6,GEN ED,201,9,22.3,13,30
X,X022,J.H.S. 022 Jordan L. Mott,6,CTT,27,1,27,27,27
X,X022,J.H.S. 022 Jordan L. Mott,7,GEN ED,145,5,29,27,31
X,X022,J.H.S. 022 Jordan L. Mott,7,CTT,32,1,32,32,32
X,X022,J.H.S. 022 Jordan L. Mott,8,GEN ED,143,5,28.6,26,31
X,X022,J.H.S. 022 Jordan L. Mott,0K-09,SPEC ED,30,3,10,6,12
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,GEN ED,663,23,28.8,25,31
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,GEN ED,521,18,28.9,25,31
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,GEN ED,517,18,28.7,25,31
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,GEN ED,549,19,28.9,25,31
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,CTT,91,3,30.3,27,32
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,CTT,32,1,32,32,32
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,CTT,59,2,29.5,27,32
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,CTT,59,2,29.5,27,32
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,SPEC ED,11,1,11,11,11
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,SPEC ED,11,1,11,11,11
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,SPEC ED,11,1,11,11,11
X,X022,J.H.S. 022 Jordan L. Mott,MS Core,SPEC ED,11,1,11,11,11
X,X022,J.H.S. 022 Jordan L. Mott,,,,,,,
X,X028,P.S. 028 Mount Hope,0K,GEN ED,75,3,25,25,25
X,X028,P.S. 028 Mount Hope,0K,CTT,21,1,21,21,21
X,X028,P.S. 028 Mount Hope,1,GEN ED,93,4,23.3,13,27
X,X028,P.S. 028 Mount Hope,2,GEN ED,91,4,22.8,19,24
X,X028,P.S. 028 Mount Hope,2,CTT,18,1,18,18,18
X,X028,P.S. 028 Mount Hope,3,GEN ED,133,6,22.2,20,28
X,X028,P.S. 028 Mount Hope,4,GEN ED,118,5,23.6,22,25
X,X028,P.S. 028 Mount Hope,4,CTT,25,1,25,25,25
X,X028,P.S. 028 Mount Hope,5,GEN ED,93,4,23.3,16,27
X,X028,P.S. 028 Mount Hope,5,CTT,26,1,26,26,26
X,X028,P.S. 028 Mount Hope,0K-09,SPEC ED,36,3,12,11,13
X,X028,P.S. 028 Mount Hope,,,,,,,
X,X035,P.S. 035 Franz Siegel,0K,GEN ED,76,3,25.3,25,26
X,X035,P.S. 035 Franz Siegel,1,GEN ED,81,3,27,26,28
X,X035,P.S. 035 Franz Siegel,2,GEN ED,131,6,21.8,15,26
X,X035,P.S. 035 Franz Siegel,3,GEN ED,114,5,22.8,18,25
X,X035,P.S. 035 Franz Siegel,4,GEN ED,128,5,25.6,24,28
X,X035,P.S. 035 Franz Siegel,5,GEN ED,110,5,22,20,24
X,X035,P.S. 035 Franz Siegel,0K-09,SPEC ED,24,2,12,12,12
X,X035,P.S. 035 Franz Siegel,,,,,,,
X,X042,P.S. 042 Claremont,0K,GEN ED,64,3,21.3,20,22
X,X042,P.S. 042 Claremont,0K,CTT,20,1,20,20,20
X,X042,P.S. 042 Claremont,1,GEN ED,56,3,18.7,17,20
X,X042,P.S. 042 Claremont,1,CTT,19,1,19,19,19
X,X042,P.S. 042 Claremont,2,GEN ED,51,3,17,16,18
X,X042,P.S. 042 Claremont,2,CTT,22,1,22,22,22
X,X042,P.S. 042 Claremont,3,GEN ED,47,2,23.5,23,24
X,X042,P.S. 042 Claremont,3,CTT,44,2,22,22,22
X,X042,P.S. 042 Claremont,4,GEN ED,44,2,22,22,22
X,X042,P.S. 042 Claremont,4,CTT,46,2,23,22,24
X,X042,P.S. 042 Claremont,5,GEN ED,50,2,25,25,25
X,X042,P.S. 042 Claremont,5,CTT,48,2,24,23,25
X,X042,P.S. 042 Claremont,,,,,,,
X,X053,P.S. 053 Basheer Quisim,0K,GEN ED,170,7,24.3,18,29
X,X053,P.S. 053 Basheer Quisim,0K,CTT,23,1,23,23,23
X,X053,P.S. 053 Basheer Quisim,1,GEN ED,222,8,27.8,26,30
X,X053,P.S. 053 Basheer Quisim,2,GEN ED,183,9,20.3,17,23
X,X053,P.S. 053 Basheer Quisim,2,CTT,15,1,15,15,15
X,X053,P.S. 053 Basheer Quisim,3,GEN ED,198,10,19.8,16,24
X,X053,P.S. 053 Basheer Quisim,4,GEN ED,205,10,20.5,14,25
X,X053,P.S. 053 Basheer Quisim,4,G&T,19,1,19,19,19
X,X053,P.S. 053 Basheer Quisim,5,GEN ED,203,12,16.9,12,23
X,X053,P.S. 053 Basheer Quisim,0K-09,SPEC ED,34,3,11.3,11,12
X,X053,P.S. 053 Basheer Quisim,0K-09,SPEC ED,18,2,9,9,9
X,X053,P.S. 053 Basheer Quisim,,,,,,,
X,X055,P.S. 055 Benjamin Franklin,0K,GEN ED,85,4,21.3,15,24
X,X055,P.S. 055 Benjamin Franklin,1,GEN ED,108,5,21.6,14,28
X,X055,P.S. 055 Benjamin Franklin,2,GEN ED,95,4,23.8,22,25
X,X055,P.S. 055 Benjamin Franklin,3,GEN ED,105,4,26.3,14,31
X,X055,P.S. 055 Benjamin Franklin,4,GEN ED,97,5,19.4,9,25
X,X055,P.S. 055 Benjamin Franklin,4,CTT,15,2,7.5,7,8
X,X055,P.S. 055 Benjamin Franklin,5,GEN ED,82,4,20.5,20,21
X,X055,P.S. 055 Benjamin Franklin,0K-09,SPEC ED,23,2,11.5,11,12
X,X055,P.S. 055 Benjamin Franklin,0K-09,SPEC ED,46,4,11.5,10,12
X,X055,P.S. 055 Benjamin Franklin,,,,,,,
X,X058,P.S. 058,0K,GEN ED,40,2,20,20,20
X,X058,P.S. 058,1,GEN ED,42,2,21,21,21
X,X058,P.S. 058,2,GEN ED,39,2,19.5,18,21
X,X058,P.S. 058,2,CTT,18,1,18,18,18
X,X058,P.S. 058,3,GEN ED,48,3,16,14,17
X,X058,P.S. 058,3,CTT,30,2,15,14,16
X,X058,P.S. 058,4,GEN ED,47,2,23.5,21,26
X,X058,P.S. 058,4,CTT,22,1,22,22,22
X,X058,P.S. 058,5,GEN ED,82,4,20.5,10,25
X,X058,P.S. 058,0K-09,SPEC ED,12,1,12,12,12
X,X058,P.S. 058,0K-09,SPEC ED,63,6,10.5,7,13
X,X058,P.S. 058,,,,,,,
X,X063,P.S. 063 Author's Academy,0K,GEN ED,100,4,25,25,25
X,X063,P.S. 063 Author's Academy,0K,CTT,24,1,24,24,24
X,X063,P.S. 063 Author's Academy,1,GEN ED,77,4,19.3,17,21
X,X063,P.S. 063 Author's Academy,1,CTT,17,1,17,17,17
X,X063,P.S. 063 Author's Academy,2,GEN ED,72,3,24,18,29
X,X063,P.S. 063 Author's Academy,2,CTT,27,1,27,27,27
X,X063,P.S. 063 Author's Academy,3,GEN ED,61,3,20.3,18,22
X,X063,P.S. 063 Author's Academy,3,CTT,26,1,26,26,26
X,X063,P.S. 063 Author's Academy,4,GEN ED,39,2,19.5,15,24
X,X063,P.S. 063 Author's Academy,4,CTT,25,1,25,25,25
X,X063,P.S. 063 Author's Academy,5,GEN ED,37,2,18.5,15,22
X,X063,P.S. 063 Author's Academy,5,CTT,22,1,22,22,22
X,X063,P.S. 063 Author's Academy,0K-09,SPEC ED,10,1,10,10,10
X,X063,P.S. 063 Author's Academy,0K-09,SPEC ED,25,2,12.5,12,13
X,X063,P.S. 063 Author's Academy,,,,,,,
X,X064,P.S. 064 Pura Belpre,0K,GEN ED,87,4,21.8,19,25
X,X064,P.S. 064 Pura Belpre,0K,CTT,19,1,19,19,19
X,X064,P.S. 064 Pura Belpre,1,GEN ED,115,5,23,21,24
X,X064,P.S. 064 Pura Belpre,1,CTT,42,2,21,18,24
X,X064,P.S. 064 Pura Belpre,2,GEN ED,131,6,21.8,19,26
X,X064,P.S. 064 Pura Belpre,2,CTT,11,1,11,11,11
X,X064,P.S. 064 Pura Belpre,3,GEN ED,118,5,23.6,20,25
X,X064,P.S. 064 Pura Belpre,3,CTT,19,1,19,19,19
X,X064,P.S. 064 Pura Belpre,4,GEN ED,122,5,24.4,22,28
X,X064,P.S. 064 Pura Belpre,4,CTT,19,1,19,19,19
X,X064,P.S. 064 Pura Belpre,5,GEN ED,99,4,24.8,20,29
X,X064,P.S. 064 Pura Belpre,5,CTT,43,2,21.5,21,22
X,X064,P.S. 064 Pura Belpre,0K-09,SPEC ED,11,1,11,11,11
X,X064,P.S. 064 Pura Belpre,0K-09,SPEC ED,12,1,12,12,12
X,X064,P.S. 064 Pura Belpre,,,,,,,
X,X070,P.S. 070 Max Schoenfeld,0K,GEN ED,175,8,21.9,18,25
X,X070,P.S. 070 Max Schoenfeld,0K,CTT,24,1,24,24,24
X,X070,P.S. 070 Max Schoenfeld,1,GEN ED,175,7,25,24,27
X,X070,P.S. 070 Max Schoenfeld,1,CTT,22,1,22,22,22
X,X070,P.S. 070 Max Schoenfeld,2,GEN ED,203,9,22.6,20,24
X,X070,P.S. 070 Max Schoenfeld,3,GEN ED,243,10,24.3,20,27
X,X070,P.S. 070 Max Schoenfeld,4,GEN ED,224,9,24.9,17,30
X,X070,P.S. 070 Max Schoenfeld,5,GEN ED,217,9,24.1,22,27
X,X070,P.S. 070 Max Schoenfeld,0K-09,SPEC ED,57,5,11.4,10,12
X,X070,P.S. 070 Max Schoenfeld,,,,,,,
X,X073,P.S. 073 Bronx,0K,GEN ED,122,6,20.3,18,23
X,X073,P.S. 073 Bronx,0K,CTT,14,1,14,14,14
X,X073,P.S. 073 Bronx,1,GEN ED,135,6,22.5,17,27
X,X073,P.S. 073 Bronx,1,CTT,23,1,23,23,23
X,X073,P.S. 073 Bronx,2,GEN ED,128,5,25.6,21,28
X,X073,P.S. 073 Bronx,2,CTT,24,1,24,24,24
X,X073,P.S. 073 Bronx,3,GEN ED,131,5,26.2,24,27
X,X073,P.S. 073 Bronx,4,GEN ED,126,5,25.2,24,26
X,X073,P.S. 073 Bronx,5,GEN ED,100,4,25,22,28
X,X073,P.S. 073 Bronx,5,CTT,26,1,26,26,26
X,X073,P.S. 073 Bronx,0K-09,SPEC ED,12,1,12,12,12
X,X073,P.S. 073 Bronx,0K-09,SPEC ED,36,3,12,12,12
X,X073,P.S. 073 Bronx,,,,,,,
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,0K,GEN ED,42,2,21,21,21
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,1,GEN ED,48,3,16,15,17
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,2,GEN ED,46,3,15.3,15,16
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,3,GEN ED,46,2,23,22,24
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,0K-09,SPEC ED,10,1,10,10,10
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,0K-09,SPEC ED,11,1,11,11,11
X,X088,P.S. X088 - S. Silverstein Little Sparrow School,,,,,,,
X,X090,P.S. 090 George Meany,4,GEN ED,170,7,24.3,19,27
X,X090,P.S. 090 George Meany,,,,,,,
X,X109,P.S. 109 Sedgwick,0K,GEN ED,127,5,25.4,24,27
X,X109,P.S. 109 Sedgwick,1,GEN ED,127,5,25.4,24,27
X,X109,P.S. 109 Sedgwick,2,GEN ED,120,5,24,23,25
X,X109,P.S. 109 Sedgwick,3,GEN ED,108,4,27,26,28
X,X109,P.S. 109 Sedgwick,4,GEN ED,93,4,23.3,22,24
X,X109,P.S. 109 Sedgwick,4,G&T,21,1,21,21,21
X,X109,P.S. 109 Sedgwick,5,GEN ED,97,4,24.3,23,25
X,X109,P.S. 109 Sedgwick,0K-09,SPEC ED,62,5,12.4,12,13
X,X109,P.S. 109 Sedgwick,,,,,,,
X,X110,P.S. 110 Theodore Schoenfeld,0K,GEN ED,63,3,21,20,22
X,X110,P.S. 110 Theodore Schoenfeld,1,GEN ED,64,3,21.3,18,24
X,X110,P.S. 110 Theodore Schoenfeld,2,GEN ED,55,2,27.5,27,28
X,X110,P.S. 110 Theodore Schoenfeld,3,GEN ED,48,2,24,22,26
X,X110,P.S. 110 Theodore Schoenfeld,3,CTT,28,1,28,28,28
X,X110,P.S. 110 Theodore Schoenfeld,4,GEN ED,43,2,21.5,19,24
X,X110,P.S. 110 Theodore Schoenfeld,4,CTT,27,1,27,27,27
X,X110,P.S. 110 Theodore Schoenfeld,5,GEN ED,51,2,25.5,25,26
X,X110,P.S. 110 Theodore Schoenfeld,0K-09,SPEC ED,42,4,10.5,9,12
X,X110,P.S. 110 Theodore Schoenfeld,,,,,,,
X,X114,P.S. X114 - Luis Llorens Torres Schools,0K,GEN ED,85,4,21.3,17,25
X,X114,P.S. X114 - Luis Llorens Torres Schools,0K,CTT,28,1,28,28,28
X,X114,P.S. X114 - Luis Llorens Torres Schools,1,GEN ED,156,6,26,23,29
X,X114,P.S. X114 - Luis Llorens Torres Schools,2,GEN ED,116,4,29,26,32
X,X114,P.S. X114 - Luis Llorens Torres Schools,2,CTT,25,1,25,25,25
X,X114,P.S. X114 - Luis Llorens Torres Schools,3,GEN ED,110,5,22,17,26
X,X114,P.S. X114 - Luis Llorens Torres Schools,3,CTT,25,1,25,25,25
X,X114,P.S. X114 - Luis Llorens Torres Schools,4,GEN ED,108,4,27,24,32
X,X114,P.S. X114 - Luis Llorens Torres Schools,4,CTT,31,1,31,31,31
X,X114,P.S. X114 - Luis Llorens Torres Schools,5,GEN ED,124,5,24.8,22,27
X,X114,P.S. X114 - Luis Llorens Torres Schools,5,CTT,27,1,27,27,27
X,X114,P.S. X114 - Luis Llorens Torres Schools,0K-09,SPEC ED,24,2,12,12,12
X,X114,P.S. X114 - Luis Llorens Torres Schools,0K-09,SPEC ED,22,2,11,11,11
X,X114,P.S. X114 - Luis Llorens Torres Schools,,,,,,,
X,X117,I.S. 117 Joseph H. Wade,6,GEN ED,187,7,26.7,16,31
X,X117,I.S. 117 Joseph H. Wade,6,CTT,10,1,10,10,10
X,X117,I.S. 117 Joseph H. Wade,7,GEN ED,206,8,25.8,20,32
X,X117,I.S. 117 Joseph H. Wade,7,CTT,18,1,18,18,18
X,X117,I.S. 117 Joseph H. Wade,8,GEN ED,245,8,30.6,23,34
X,X117,I.S. 117 Joseph H. Wade,8,CTT,23,1,23,23,23
X,X117,I.S. 117 Joseph H. Wade,0K-09,SPEC ED,41,4,10.3,7,12
X,X117,I.S. 117 Joseph H. Wade,0K-09,SPEC ED,36,4,9,5,12
X,X117,I.S. 117 Joseph H. Wade,MS Core,GEN ED,759,28,27.1,12,34
X,X117,I.S. 117 Joseph H. Wade,MS Core,GEN ED,594,23,25.8,12,34
X,X117,I.S. 117 Joseph H. Wade,MS Core,GEN ED,96,3,32,30,34
X,X117,I.S. 117 Joseph H. Wade,MS Core,GEN ED,690,26,26.5,12,34
X,X117,I.S. 117 Joseph H. Wade,MS Core,GEN ED,690,26,26.5,12,34
X,X117,I.S. 117 Joseph H. Wade,MS Core,CTT,23,1,23,23,23
X,X117,I.S. 117 Joseph H. Wade,MS Core,CTT,23,1,23,23,23
X,X117,I.S. 117 Joseph H. Wade,MS Core,CTT,23,1,23,23,23
X,X117,I.S. 117 Joseph H. Wade,MS Core,CTT,23,1,23,23,23
X,X117,I.S. 117 Joseph H. Wade,MS Core,SPEC ED,108,11,9.8,5,12
X,X117,I.S. 117 Joseph H. Wade,MS Core,SPEC ED,75,8,9.4,5,12
X,X117,I.S. 117 Joseph H. Wade,MS Core,SPEC ED,75,8,9.4,5,12
X,X117,I.S. 117 Joseph H. Wade,MS Core,SPEC ED,75,8,9.4,5,12
X,X117,I.S. 117 Joseph H. Wade,,,,,,,
X,X126,P.S. 126 Dr Marjorie H Dunbar,0K,GEN ED,120,6,20,18,23
X,X126,P.S. 126 Dr Marjorie H Dunbar,1,GEN ED,84,4,21,18,23
X,X126,P.S. 126 Dr Marjorie H Dunbar,2,GEN ED,63,3,21,15,24
X,X126,P.S. 126 Dr Marjorie H Dunbar,2,CTT,22,1,22,22,22
X,X126,P.S. 126 Dr Marjorie H Dunbar,3,GEN ED,83,3,27.7,23,32
X,X126,P.S. 126 Dr Marjorie H Dunbar,3,CTT,28,1,28,28,28
X,X126,P.S. 126 Dr Marjorie H Dunbar,4,GEN ED,61,3,20.3,18,23
X,X126,P.S. 126 Dr Marjorie H Dunbar,4,CTT,19,1,19,19,19
X,X126,P.S. 126 Dr Marjorie H Dunbar,5,GEN ED,90,4,22.5,22,24
X,X126,P.S. 126 Dr Marjorie H Dunbar,6,GEN ED,101,4,25.3,19,28
X,X126,P.S. 126 Dr Marjorie H Dunbar,0K-09,SPEC ED,11,1,11,11,11
X,X126,P.S. 126 Dr Marjorie H Dunbar,0K-09,SPEC ED,23,2,11.5,11,12
X,X126,P.S. 126 Dr Marjorie H Dunbar,,,,,,,
X,X128,Mott Hall III,6,GEN ED,95,4,23.8,23,25
X,X128,Mott Hall III,7,GEN ED,88,3,29.3,28,31
X,X128,Mott Hall III,7,CTT,27,1,27,27,27
X,X128,Mott Hall III,8,GEN ED,86,3,28.7,28,30
X,X128,Mott Hall III,8,CTT,26,1,26,26,26
X,X128,Mott Hall III,0K-09,SPEC ED,9,1,9,9,9
X,X128,Mott Hall III,MS Core,GEN ED,269,10,26.9,23,31
X,X128,Mott Hall III,MS Core,GEN ED,269,10,26.9,23,31
X,X128,Mott Hall III,MS Core,GEN ED,18,1,18,18,18
X,X128,Mott Hall III,MS Core,GEN ED,269,10,26.9,23,31
X,X128,Mott Hall III,MS Core,GEN ED,18,1,18,18,18
X,X128,Mott Hall III,MS Core,GEN ED,269,10,26.9,23,31
X,X128,Mott Hall III,MS Core,CTT,52,2,26,25,27
X,X128,Mott Hall III,MS Core,CTT,52,2,26,25,27
X,X128,Mott Hall III,MS Core,CTT,52,2,26,25,27
X,X128,Mott Hall III,MS Core,CTT,52,2,26,25,27
X,X128,Mott Hall III,MS Core,SPEC ED,10,1,10,10,10
X,X128,Mott Hall III,MS Core,SPEC ED,10,1,10,10,10
X,X128,Mott Hall III,MS Core,SPEC ED,10,1,10,10,10
X,X128,Mott Hall III,MS Core,SPEC ED,10,1,10,10,10
X,X128,Mott Hall III,,,,,,,
X,X132,P.S. 132 Garret A. Morgan,0K,GEN ED,66,3,22,21,23
X,X132,P.S. 132 Garret A. Morgan,0K,CTT,24,1,24,24,24
X,X132,P.S. 132 Garret A. Morgan,1,GEN ED,67,3,22.3,22,23
X,X132,P.S. 132 Garret A. Morgan,1,CTT,22,1,22,22,22
X,X132,P.S. 132 Garret A. Morgan,2,GEN ED,65,3,21.7,21,22
X,X132,P.S. 132 Garret A. Morgan,2,CTT,21,1,21,21,21
X,X132,P.S. 132 Garret A. Morgan,3,GEN ED,50,3,16.7,15,19
X,X132,P.S. 132 Garret A. Morgan,3,CTT,17,1,17,17,17
X,X132,P.S. 132 Garret A. Morgan,4,GEN ED,57,2,28.5,28,29
X,X132,P.S. 132 Garret A. Morgan,4,CTT,27,1,27,27,27
X,X132,P.S. 132 Garret A. Morgan,5,GEN ED,42,2,21,21,21
X,X132,P.S. 132 Garret A. Morgan,5,CTT,21,1,21,21,21
X,X132,P.S. 132 Garret A. Morgan,0K-09,SPEC ED,23,2,11.5,10,13
X,X132,P.S. 132 Garret A. Morgan,0K-09,SPEC ED,53,6,8.8,5,12
X,X132,P.S. 132 Garret A. Morgan,,,,,,,
X,X145,J.H.S. 145 Arturo Toscanini,5,GEN ED,54,2,27,24,30
X,X145,J.H.S. 145 Arturo Toscanini,6,GEN ED,80,3,26.7,26,28
X,X145,J.H.S. 145 Arturo Toscanini,6,CTT,26,1,26,26,26
X,X145,J.H.S. 145 Arturo Toscanini,7,GEN ED,80,3,26.7,24,30
X,X145,J.H.S. 145 Arturo Toscanini,7,CTT,16,1,16,16,16
X,X145,J.H.S. 145 Arturo Toscanini,8,GEN ED,93,3,31,30,32
X,X145,J.H.S. 145 Arturo Toscanini,0K-09,SPEC ED,23,2,11.5,11,12
X,X145,J.H.S. 145 Arturo Toscanini,0K-09,SPEC ED,41,4,10.3,9,11
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,GEN ED,396,16,24.8,10,32
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,GEN ED,343,14,24.5,10,32
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,GEN ED,241,10,24.1,10,29
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,GEN ED,102,4,25.5,11,32
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,GEN ED,343,14,24.5,10,32
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,CTT,92,4,23,17,29
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,CTT,46,2,23,17,29
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,CTT,46,2,23,17,29
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,CTT,46,2,23,17,29
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,SPEC ED,31,3,10.3,10,11
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,SPEC ED,31,3,10.3,10,11
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,SPEC ED,10,1,10,10,10
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,SPEC ED,21,2,10.5,10,11
X,X145,J.H.S. 145 Arturo Toscanini,MS Core,SPEC ED,31,3,10.3,10,11
X,X145,J.H.S. 145 Arturo Toscanini,,,,,,,
X,X163,P.S. 163 Arthur A. Schomburg,0K,GEN ED,96,4,24,22,25
X,X163,P.S. 163 Arthur A. Schomburg,1,GEN ED,112,5,22.4,21,26
X,X163,P.S. 163 Arthur A. Schomburg,2,GEN ED,117,5,23.4,20,27
X,X163,P.S. 163 Arthur A. Schomburg,3,GEN ED,99,5,19.8,16,22
X,X163,P.S. 163 Arthur A. Schomburg,4,GEN ED,85,3,28.3,22,32
X,X163,P.S. 163 Arthur A. Schomburg,5,GEN ED,94,4,23.5,20,26
X,X163,P.S. 163 Arthur A. Schomburg,0K-09,SPEC ED,8,1,8,8,8
X,X163,P.S. 163 Arthur A. Schomburg,0K-09,SPEC ED,45,5,9,5,12
X,X163,P.S. 163 Arthur A. Schomburg,,,,,,,
X,X166,J.H.S. 166 Roberto Clemente,8,GEN ED,135,5,27,18,33
X,X166,J.H.S. 166 Roberto Clemente,8,CTT,35,2,17.5,16,19
X,X166,J.H.S. 166 Roberto Clemente,MS Core,GEN ED,132,5,26.4,13,33
X,X166,J.H.S. 166 Roberto Clemente,MS Core,GEN ED,240,9,26.7,18,33
X,X166,J.H.S. 166 Roberto Clemente,MS Core,GEN ED,33,1,33,33,33
X,X166,J.H.S. 166 Roberto Clemente,MS Core,GEN ED,136,5,27.2,18,33
X,X166,J.H.S. 166 Roberto Clemente,MS Core,GEN ED,136,5,27.2,18,33
X,X166,J.H.S. 166 Roberto Clemente,MS Core,CTT,37,2,18.5,16,21
X,X166,J.H.S. 166 Roberto Clemente,MS Core,CTT,74,4,18.5,16,21
X,X166,J.H.S. 166 Roberto Clemente,MS Core,CTT,37,2,18.5,16,21
X,X166,J.H.S. 166 Roberto Clemente,MS Core,CTT,37,2,18.5,16,21
X,X166,J.H.S. 166 Roberto Clemente,,,,,,,
X,X170,P.S. 170,0K,GEN ED,77,4,19.3,8,23
X,X170,P.S. 170,0K,CTT,5,1,5,5,5
X,X170,P.S. 170,1,GEN ED,67,4,16.8,13,19
X,X170,P.S. 170,1,CTT,10,1,10,10,10
X,X170,P.S. 170,2,GEN ED,68,4,17,15,18
X,X170,P.S. 170,2,CTT,8,1,8,8,8
X,X170,P.S. 170,,,,,,,
X,X199,P.S. 199X - The Shakespeare School,0K,GEN ED,87,4,21.8,20,24
X,X199,P.S. 199X - The Shakespeare School,0K,CTT,16,1,16,16,16
X,X199,P.S. 199X - The Shakespeare School,1,GEN ED,95,4,23.8,23,24
X,X199,P.S. 199X - The Shakespeare School,1,CTT,18,1,18,18,18
X,X199,P.S. 199X - The Shakespeare School,2,GEN ED,99,5,19.8,12,23
X,X199,P.S. 199X - The Shakespeare School,3,GEN ED,123,5,24.6,23,26
X,X199,P.S. 199X - The Shakespeare School,4,GEN ED,90,4,22.5,19,25
X,X199,P.S. 199X - The Shakespeare School,4,CTT,22,1,22,22,22
X,X199,P.S. 199X - The Shakespeare School,5,GEN ED,104,5,20.8,19,22
X,X199,P.S. 199X - The Shakespeare School,0K-09,SPEC ED,46,4,11.5,8,14
X,X199,P.S. 199X - The Shakespeare School,,,,,,,
X,X204,P.S. 204 Morris Heights,0K,GEN ED,52,3,17.3,12,20
X,X204,P.S. 204 Morris Heights,1,GEN ED,50,2,25,23,27
X,X204,P.S. 204 Morris Heights,2,GEN ED,51,2,25.5,24,27
X,X204,P.S. 204 Morris Heights,3,GEN ED,39,2,19.5,18,21
X,X204,P.S. 204 Morris Heights,3,CTT,26,1,26,26,26
X,X204,P.S. 204 Morris Heights,4,GEN ED,49,2,24.5,24,25
X,X204,P.S. 204 Morris Heights,5,GEN ED,53,2,26.5,23,30
X,X204,P.S. 204 Morris Heights,0K-09,SPEC ED,13,1,13,13,13
